id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,35000,35000,35000, 36 months,13.56,1188.76,C,C1,Administrator/Manager,1 year,MORTGAGE,144000,Source Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,891xx,NV,1.22,0,Jul-2000,0,,89,5,1,5160,42.6,13,w,33404.52,33404.52,2324.79,2324.79,1595.48,729.31,0.0,0.0,0.0,Feb-2019,1188.76,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,406904,2,0,1,1,8,0,,1,2,3233,43,12100,0,0,4,5,81381,6140,45.7,0,0,123,221,12,5,2,12,,6,,0,3,3,3,8,2,4,9,3,5,0,0,0,4,100,0,1,0,414650,5160,11300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.8,331.19,B,B4,Senior Developer,2 years,MORTGAGE,200000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,235xx,VA,7.45,3,Jan-2008,1,2,,12,0,8557,50.9,32,w,9532.00,9532.00,645.99,645.99,468.00,177.99,0.0,0.0,0.0,Feb-2019,331.19,Mar-2019,Feb-2019,0,8,1,Individual,,,,0,0,455465,1,6,0,1,22,80391,78,1,1,4900,71,17700,1,2,4,2,37955,5719,51.8,0,0,122,131,4,4,4,4,2,4,2,5,2,3,4,6,13,5,15,3,12,0,0,2,1,71,25,0,0,486982,88948,10900,89786,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,16.14,704.53,C,C4,Independent contractor,5 years,RENT,75000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,940xx,CA,6.5,0,Jul-2006,0,,,10,0,6735,59.1,13,w,19123.08,19123.08,1364.23,1364.23,876.92,487.31,0.0,0.0,0.0,Feb-2019,704.53,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,6735,0,0,0,0,149,0,,0,4,1494,59,11400,0,0,0,4,674,505,91.1,0,0,149,53,17,17,0,22,,21,,0,6,9,6,6,1,10,12,9,10,0,0,0,0,100,83.3,0,0,11400,6735,5700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,10.72,228.25,B,B2,Merchandiser,1 year,RENT,63000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,801xx,CO,15.9,0,Sep-2005,1,,,12,0,6636,22.1,17,w,6667.09,6667.09,446.08,446.08,332.91,113.17,0.0,0.0,0.0,Feb-2019,228.25,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,33166,2,3,1,3,5,26530,76,2,7,3986,51,30000,1,6,2,10,3015,17881,22.3,0,0,27,157,6,5,1,7,,5,,0,2,3,6,7,5,9,11,3,12,0,0,0,3,100,0,0,0,65084,33166,23000,35084,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5100,5100,5100, 36 months,10.33,165.36,B,B1,Food service Director,5 years,MORTGAGE,50000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,262xx,WV,23.93,2,Sep-2005,1,5,,10,0,3856,23.5,27,w,4856.03,4856.03,327.8,327.80,243.97,83.83,0.0,0.0,0.0,Feb-2019,165.36,Mar-2019,Feb-2019,0,5,1,Individual,,,,0,664,113283,1,3,2,4,2,17871,56,0,1,1715,45,16400,0,0,1,5,11328,10461,19.5,0,0,127,158,24,2,1,40,,2,18,0,4,5,4,5,17,6,9,5,10,0,0,1,2,92.6,0,0,0,143409,21727,13000,32009,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,18000,18000,18000, 36 months,7.56,560.41,A,A3,District mail carrier,10+ years,MORTGAGE,95000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,080xx,NJ,16.37,0,Jan-1999,2,,92,27,1,18476,28.1,43,w,17103.16,17103.16,1056.56,1056.56,896.84,159.72,0.0,0.0,0.0,Feb-2019,560.41,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,44974,4,2,1,1,2,26498,93,6,10,2261,48,65700,3,0,7,11,1730,26759,28.8,0,0,146,239,1,1,1,8,,2,,0,9,16,10,18,5,25,37,16,27,0,0,0,7,100,0,1,0,94217,44974,37600,28517,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,10.33,129.69,B,B1,Maintenance,3 years,RENT,35000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,731xx,OK,24.62,0,Apr-2014,0,,61,5,1,3972,65.1,6,w,3808.67,3808.67,253.64,253.64,191.33,62.31,0.0,0.0,0.0,Feb-2019,129.69,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,17751,2,2,1,2,5,13779,57,1,2,3858,59,6100,0,0,0,4,3550,1921,66.9,0,0,38,56,1,1,0,1,,,,0,2,3,2,2,3,3,3,3,5,0,0,0,2,100,0,1,0,30094,17751,5800,23994,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,19750,19750,19750, 36 months,27.27,809.17,E,E5,Project Manager ,5 years,MORTGAGE,57000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,208xx,MD,21.18,0,May-2001,0,,,6,0,29709,100.7,18,w,19389.64,19389.64,824.14,824.14,360.36,463.78,0.0,0.0,0.0,Feb-2019,883.98,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,253084,0,2,0,0,55,22740,97,0,0,17077,99,29500,0,2,0,0,42181,0,100.7,0,0,135,211,32,32,1,32,,,,0,3,3,3,6,8,3,8,3,6,0,0,0,0,100,100,0,0,283680,52449,29500,23437,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 60 months,19.92,370.3,D,D3,Associate Director,4 years,MORTGAGE,102000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,080xx,NJ,36.45,0,Aug-2006,3,37,,15,0,5937,28.0,26,w,13721.91,13721.91,709.61,709.61,278.09,431.52,0.0,0.0,0.0,Feb-2019,370.3,Mar-2019,Feb-2019,0,,1,Individual,,,,0,201,571978,3,11,2,3,1,325920,67,2,3,4724,63,21200,3,0,3,7,38132,15263,28,0,0,148,140,3,1,1,3,,2,37,0,3,3,3,7,14,3,10,3,15,0,0,0,4,73.1,0,0,0,668257,331857,21200,399245,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,13.56,414.74,C,C1,Territory Manager ,10+ years,MORTGAGE,118000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,300xx,GA,9.37,0,Sep-2003,0,27,73,14,1,6350,19.1,25,w,17574.93,17574.93,802.36,802.36,425.07,377.29,0.0,0.0,0.0,Feb-2019,414.74,Mar-2019,Feb-2019,0,46,1,Joint App,248000,8.99,Not Verified,0,1577,304490,2,3,1,2,3,38398,84,3,4,3250,57,33300,1,0,2,6,21749,10046,38,0,0,183,93,4,3,2,4,,4,,1,3,4,5,9,9,10,14,4,14,0,0,0,4,88,0,1,0,350152,44748,16200,45852,18242,Sep-1999,1,0,13,49.9,2,12,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,8.81,317.12,A,A5,machinist,10+ years,OWN,75000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,060xx,CT,37.89,0,Jul-2005,2,,,30,0,7469,5.8,43,w,9510.80,9510.80,622.0,622.00,489.20,132.80,0.0,0.0,0.0,Feb-2019,317.12,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,81444,3,5,2,6,5,73975,66,4,10,4240,20,129800,5,1,4,16,2715,78911,8.5,0,0,136,161,4,4,0,4,,5,,0,7,8,15,19,12,25,31,8,30,0,0,0,6,100,0,0,0,227969,81444,86200,98169,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,20.89,112.86,D,D4,cashier,< 1 year,RENT,23000,Verified,Dec-2018,Current,n,,,other,Other,796xx,TX,1.83,0,Apr-2005,1,,,2,0,105,0.3,3,w,2939.36,2939.36,105.9,105.90,60.64,45.26,0.0,0.0,0.0,Feb-2019,112.86,Mar-2019,Feb-2019,0,,1,Individual,,,,0,208593,105,0,0,0,0,136,0,,0,0,105,0,41300,0,0,1,0,53,41195,0.3,0,0,136,164,27,27,0,27,,1,,0,1,1,2,2,1,2,2,1,2,0,0,0,0,100,0,0,0,41300,105,41300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 36 months,12.98,1010.53,B,B5,Owner,10+ years,RENT,62000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,920xx,CA,0.6,0,Aug-1994,1,,,1,0,1369,30.4,6,w,28620.52,28620.52,1977.79,1977.79,1379.48,598.31,0.0,0.0,0.0,Feb-2019,1010.53,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,1369,0,0,0,0,292,0,,0,0,1369,30,4500,0,0,1,0,1369,3131,30.4,0,0,292,187,57,57,0,57,,1,,0,1,1,1,3,2,1,4,1,1,0,0,0,0,100,0,0,0,4500,1369,4500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,28000,28000, 60 months,10.72,604.89,B,B2,RN Supervisor,3 years,MORTGAGE,75000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,386xx,MS,21.42,0,Apr-2007,2,,,32,0,28922,32.6,51,w,27287.32,27287.32,1168.09,1168.09,712.68,455.41,0.0,0.0,0.0,Feb-2019,604.89,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,168250,0,1,0,0,35,19763,57,6,10,4940,40,88800,0,0,4,10,5258,46565,36.2,0,0,54,140,8,8,1,8,,2,,0,12,15,18,24,4,30,45,15,32,0,0,0,6,100,33.3,0,0,260584,48685,73000,34419,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,7000,7000,7000, 36 months,12.98,235.8,B,B5,Rural carrier,2 years,MORTGAGE,120000,Not Verified,Dec-2018,Current,n,,,vacation,Vacation,463xx,IN,11.64,1,Aug-2004,1,11,,13,0,11528,30.2,15,w,6678.10,6678.10,458.98,458.98,321.90,137.08,0.0,0.0,0.0,Feb-2019,235.8,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,44393,1,6,1,2,6,32865,77,0,0,3773,55,38200,2,0,1,2,3415,22736,21.1,0,0,77,172,30,6,0,30,,6,11,0,2,4,4,6,6,7,9,4,13,0,0,0,1,93.3,25,0,0,80736,44393,28800,42536,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,7.02,555.96,A,A2,Certified Pharmacy Technician Supervisor,10+ years,MORTGAGE,45000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,276xx,NC,3.79,0,Jun-2007,0,,,13,0,5297,8.8,22,w,17096.04,17096.04,1094.37,1094.37,903.96,190.41,0.0,0.0,0.0,Feb-2019,555.96,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,156439,1,0,0,2,14,0,,1,3,894,9,60500,0,0,0,5,12034,36406,2.4,0,0,90,138,5,5,1,5,,14,,0,1,3,7,9,5,12,16,3,13,0,0,0,1,100,0,0,0,230500,5297,37300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,10.72,259.24,B,B2,Head caseworker,10+ years,RENT,102000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,021xx,MA,13.05,0,Jul-2014,0,,,13,0,17751,44.5,17,w,11612.68,11612.68,585.71,585.71,387.32,198.39,0.0,0.0,0.0,Feb-2019,300.0,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,48727,3,1,0,1,16,30976,,5,7,4820,45,39900,3,0,2,8,3748,10473,59.7,0,0,53,38,5,5,0,5,,9,,0,7,11,8,8,4,12,13,11,13,0,0,0,5,100,25,0,0,77901,48727,26000,38001,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,6000,6000,6000, 36 months,7.56,186.81,A,A3,Vice President,4 years,RENT,57500,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,900xx,CA,20.79,0,Sep-2009,0,,,8,0,3356,10.2,14,w,5701.04,5701.04,367.32,367.32,298.96,68.36,0.0,0.0,0.0,Feb-2019,186.81,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,31619,0,3,0,1,13,28263,59,0,3,3204,39,32800,1,0,0,4,3952,29444,10.2,0,0,111,63,18,13,0,18,,13,,0,3,3,5,5,9,5,5,3,8,0,0,0,0,100,0,0,0,80668,31619,32800,47868,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5750,5750,5750, 36 months,8.81,182.35,A,A5,Technical Account Manager,1 year,MORTGAGE,65000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,275xx,NC,13.96,1,May-1999,0,12,,6,0,3599,48.6,16,w,5468.70,5468.70,359.07,359.07,281.30,77.77,0.0,0.0,0.0,Feb-2019,182.35,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,191860,0,2,0,0,28,11069,36,0,0,2948,38,7400,0,0,0,0,38372,52,98.3,0,0,157,235,53,28,4,53,12,,12,0,1,2,2,5,3,3,9,2,6,0,0,0,0,81.3,100,0,0,223696,14668,3000,30996,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,10.33,321.15,B,B1,Coding and Compliance Specialist,8 years,MORTGAGE,46800,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,350xx,AL,22.72,0,Dec-2012,1,,,8,0,3187,15.4,12,w,14614.30,14614.30,620.78,620.78,385.70,235.08,0.0,0.0,0.0,Feb-2019,321.15,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,33236,0,2,0,1,18,30049,68,0,1,2280,51,20700,1,1,3,2,4155,6220,26.8,0,0,67,72,23,18,2,23,,2,,0,1,2,3,4,3,6,7,2,8,0,0,0,0,100,0,0,0,65035,33236,8500,44335,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9900,9900,9900, 36 months,8.81,313.95,A,A5,Sales,10+ years,MORTGAGE,103000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,402xx,KY,11.32,0,Mar-1999,0,,,10,0,8464,15.7,26,w,9415.69,9415.69,603.68,603.68,484.31,119.37,0.0,0.0,0.0,Feb-2019,313.95,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,153849,1,3,1,3,5,31365,80,0,2,7302,43,53900,0,0,1,5,15385,45436,15.7,0,0,151,237,20,5,3,20,,1,,0,3,3,6,10,10,6,13,3,10,0,0,0,1,100,0,0,0,226610,39829,53900,39300,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32500,32500,32500, 60 months,8.19,661.95,A,A4,,n/a,MORTGAGE,47000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,492xx,MI,55.16,0,Jun-2005,0,71,,14,0,3956,24.7,32,w,31616.72,31616.72,1286.93,1286.93,883.28,403.65,0.0,0.0,0.0,Feb-2019,661.95,Mar-2019,Feb-2019,0,,1,Joint App,157000,24.13,Not Verified,0,0,403465,0,7,3,4,7,118221,59,0,1,0,52,16000,2,6,8,6,31036,,,0,0,162,152,15,7,5,,,7,,0,0,1,0,2,14,5,13,1,14,0,0,0,4,93.8,,0,0,472646,122177,0,158379,41844,Jan-2002,1,5,21,49,4,33,0,0,77,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,23000,23000,23000, 60 months,16.14,561.03,C,C4,Quality Analyst and Educator,8 years,MORTGAGE,56000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,21.99,0,Feb-2001,2,,62,21,1,7225,13.5,23,w,22493.25,22493.25,1080.81,1080.81,506.75,574.06,0.0,0.0,0.0,Feb-2019,561.03,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,153366,1,2,1,2,10,16692,63,1,5,2513,30,53600,1,0,3,7,7668,31289,18.3,0,0,46,60,1,1,1,19,,0,,0,5,7,10,10,3,17,17,7,21,0,0,0,2,100,0,1,0,215566,23917,38300,26588,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,11.8,496.79,B,B4,Manager,10+ years,OWN,80000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,117xx,NY,6.24,0,Dec-1988,1,63,,10,0,18678,48.1,15,w,14297.99,14297.99,969.0,969.00,702.01,266.99,0.0,0.0,0.0,Feb-2019,496.79,Mar-2019,Feb-2019,0,63,1,Individual,,,,0,0,18678,0,0,0,0,,0,,2,6,13001,48,38800,0,0,1,6,1868,99,99.2,0,0,,360,7,7,0,37,63,0,63,1,1,5,2,3,0,10,15,5,10,0,0,0,2,86.7,50,0,0,38800,18678,13100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,10.72,324.05,B,B2,Office Manager,10+ years,MORTGAGE,75000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,328xx,FL,30.54,0,Jul-2006,0,,114,12,1,8220,30.0,20,w,14618.20,14618.20,630.23,630.23,381.80,248.43,0.0,0.0,0.0,Feb-2019,324.05,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,333326,0,3,1,2,9,42037,78,0,0,3721,59,27400,1,5,0,2,27777,2979,55.5,0,0,128,149,28,9,1,109,,16,,0,1,4,1,2,9,7,9,4,12,0,0,0,1,100,0,1,0,420315,57978,6700,71356,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,7.56,1089.69,A,A3,Sales Assistant,5 years,MORTGAGE,70000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,531xx,WI,36.69,0,Nov-1997,0,,,12,0,55245,65.1,24,w,34130.81,34130.81,1052.94,1052.94,869.19,183.75,0.0,0.0,0.0,Jan-2019,1089.69,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,238613,0,2,0,0,28,30577,54,2,3,28838,61,84900,0,0,0,3,19884,17835,75.5,0,0,92,253,8,8,2,8,,18,,0,4,6,4,9,3,8,18,6,12,0,0,0,2,100,50,0,0,329488,86007,72700,56903,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,8.19,314.25,A,A4,Desktop Support,10+ years,MORTGAGE,75000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,553xx,MN,9.06,0,Apr-2007,2,,,10,0,11394,24.3,19,w,9506.32,9506.32,617.12,617.12,493.68,123.44,0.0,0.0,0.0,Feb-2019,314.25,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,175445,2,1,1,2,6,8627,90,2,4,3530,35,46900,1,0,2,6,17545,33321,17.5,0,0,133,122,1,1,3,11,,1,,0,4,5,7,8,6,8,10,5,10,0,0,0,3,100,0,0,0,232346,20021,40400,9600,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,10.33,324.23,B,B1,,n/a,OWN,19000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,953xx,CA,19.77,0,Nov-1997,0,80,,6,0,6225,59.3,13,w,9761.85,9761.85,327.1,327.10,238.15,88.95,0.0,0.0,0.0,Feb-2019,341.45,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,6225,0,0,0,0,56,0,,0,0,2711,59,10500,0,0,0,0,1245,2241,73,0,0,56,253,36,36,0,38,80,,80,0,3,4,3,8,1,6,12,4,5,0,0,0,0,100,66.7,0,0,10500,6225,8300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,23000,23000,23000, 36 months,8.81,729.37,A,A5,5th Grade Teacher ,3 years,RENT,56000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,774xx,TX,27.8,0,Oct-2007,0,,,23,0,22287,62.8,27,w,21874.85,21874.85,1370.34,1370.34,1125.15,245.19,0.0,0.0,0.0,Feb-2019,663.48,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,78621,0,10,0,0,51,56334,119,1,1,6437,95,35500,0,1,1,1,3418,1832,86.5,0,0,87,133,11,11,0,35,,9,,0,5,12,5,5,11,13,16,12,23,0,0,0,1,100,80,0,0,83000,78621,13600,47500,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,25000,25000,25000, 60 months,10.33,535.25,B,B1,Physician,10+ years,MORTGAGE,225000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,481xx,MI,16.08,0,Nov-1993,0,39,,22,0,12017,5.4,50,w,24357.16,24357.16,1034.63,1034.63,642.84,391.79,0.0,0.0,0.0,Feb-2019,535.25,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,464292,0,4,2,3,8,162256,71,5,5,6087,21,223400,1,0,1,9,21104,204508,5.5,0,0,245,301,7,7,2,7,41,10,39,0,9,10,16,28,14,17,33,10,22,0,0,0,7,92,0,0,0,757936,174273,216500,226703,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,16.91,868.15,C,C5,Senior Client Engineer,2 years,MORTGAGE,55000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,276xx,NC,48.22,0,Mar-2007,1,,,15,0,39674,65.1,27,w,34244.83,34244.83,1473.26,1473.26,755.17,718.09,0.0,0.0,0.0,Feb-2019,868.15,Mar-2019,Feb-2019,0,,1,Joint App,168000,25.94,Source Verified,0,0,196389,1,4,1,1,10,23241,59,2,3,8424,63,60900,0,0,2,4,13093,13688,59.5,0,0,103,141,5,5,1,36,,5,,0,5,10,5,8,8,10,18,10,15,0,0,0,3,100,80,0,0,255053,62915,33800,39184,68952,Aug-2002,0,0,20,88,7,25,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 36 months,6.46,1225.24,A,A1,Assistant General Counsel,4 years,MORTGAGE,327000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,117xx,NY,17.38,0,Aug-1976,1,80,,45,0,54746,34.6,79,w,38990.09,38990.09,1189.35,1189.35,1009.91,179.44,0.0,0.0,0.0,Jan-2019,1225.24,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,902647,4,14,2,3,5,220294,84,1,6,12256,57,158100,1,0,5,12,20992,63435,37.5,0,0,172,508,3,2,3,3,,4,,0,10,18,16,23,25,29,50,18,45,0,0,0,5,100,20,0,0,1034733,277684,101500,245989,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000, 36 months,8.81,475.68,A,A5,Clinical Laboratory Scientist,7 years,MORTGAGE,65000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,564xx,MN,10.75,0,Oct-2005,0,,,6,0,23041,67.4,13,w,14266.21,14266.21,933.01,933.01,733.79,199.22,0.0,0.0,0.0,Feb-2019,475.68,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,23041,0,0,0,1,24,0,,0,1,8941,67,34200,0,1,4,2,3840,8785,70.1,0,0,110,158,24,24,2,24,,1,,0,4,5,4,4,3,6,8,5,6,0,0,0,0,100,25,0,0,34200,23041,29400,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1500,1500,1500, 36 months,25.34,59.91,E,E3,General Manager,7 years,MORTGAGE,45000,Not Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,378xx,TN,13.23,0,Nov-2008,1,31,85,5,1,3082,52.2,10,f,1442.93,1442.93,115.6,115.60,57.07,58.53,0.0,0.0,0.0,Feb-2019,59.91,Mar-2019,Feb-2019,0,58,1,Individual,,,,0,0,15435,1,2,1,1,2,12353,67,1,1,1283,64,5900,0,0,1,2,3087,322,86.6,0,0,85,121,12,2,0,33,31,3,31,0,2,3,2,2,4,3,6,3,5,0,0,0,2,77.8,100,1,0,24324,15435,2400,18424,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5500,5500,5500, 36 months,6.46,168.47,A,A1,Radiographer,2 years,RENT,85000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,774xx,TX,9.22,0,Mar-2005,0,79,79,10,1,5174,19.0,33,w,5221.53,5221.53,332.01,332.01,278.47,53.54,0.0,0.0,0.0,Feb-2019,168.47,Mar-2019,Feb-2019,0,79,1,Individual,,,,0,0,51816,1,2,0,1,18,46642,67,2,3,2856,30,27200,0,0,0,4,5182,17867,22.3,0,0,140,165,2,2,0,13,,18,,6,3,4,5,10,16,8,17,4,10,0,0,0,2,77.8,0,1,0,78688,51816,23000,51488,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
